Date,Precip,Discharge,Maxgage,Mingage,Gage,,Pdate,Pprecip,Pdischarge,UNITS
01/15/2018,0,8.23,0.86,0.83,0.84,,,,,
01/16/2018,0,8.01,0.84,0.83,0.83,,,,,
01/17/2018,,9.14,0.99,0.82,0.87,,,,,
01/18/2018,0,10.7,0.99,0.87,0.92,,,,,
01/19/2018,0,8.94,0.88,0.85,0.86,,,,,
01/20/2018,0,9.19,0.89,0.85,0.87,,,,,
01/21/2018,0,8.3,0.85,0.83,0.84,,,,,
01/22/2018,0,7.85,0.84,0.82,0.83,,,,,
01/23/2018,0.38,11.5,1.03,0.83,0.94,,,,,
01/24/2018,0,9.58,0.96,0.84,0.88,,,,,
01/25/2018,0,7.86,0.85,0.82,0.83,,,,,
01/26/2018,0,7.55,0.83,0.81,0.82,,,,,
01/27/2018,0,7.63,0.83,0.82,0.82,,,,,
01/28/2018,1.5,14.8,1.38,0.82,1.03,,,,,
01/29/2018,0.9,37.1,1.65,1.38,1.55,,,,,
01/30/2018,0.01,19.8,1.52,1.01,1.18,,,,,
01/31/2018,0,11.7,1.01,0.94,0.96,,,,,
02/01/2018,0,10.5,0.94,0.91,0.92,,,,,
02/02/2018,0.15,11,0.97,0.91,0.94,,,,,
02/03/2018,0,9.71,0.93,0.89,0.9,,,,,
02/04/2018,1.36,18.7,1.56,0.88,1.12,,,,,
02/05/2018,0,29,1.63,1.08,1.38,,,,,
02/06/2018,0,13,1.08,0.96,1,,,,,
02/07/2018,0.32,12.3,1.08,0.94,0.98,,,,,
02/08/2018,0.01,14.2,1.09,0.97,1.03,,,,,
02/09/2018,0,11,0.97,0.93,0.94,,,,,
02/10/2018,0.15,11.9,1,0.92,0.97,,,,,
02/11/2018,0.03,11.8,0.99,0.94,0.96,,,,,
02/12/2018,0.06,10.7,0.94,0.92,0.93,,,,,
02/13/2018,0,10.3,0.95,0.9,0.92,,,,,
02/14/2018,0,9.8,0.91,0.89,0.9,,,,,
02/15/2018,0,9.74,0.91,0.88,0.9,,,,,
02/16/2018,0,8.9,0.88,0.86,0.87,,,,,
02/17/2018,0.01,8.39,0.86,0.84,0.86,,,,,
02/18/2018,0,8.51,0.86,0.85,0.86,,,,,
02/19/2018,0.12,8.99,0.89,0.85,0.87,,,,,
02/20/2018,0,8.95,0.88,0.87,0.87,,,,,
02/21/2018,0,8.72,0.87,0.85,0.87,,,,,
02/22/2018,0,8.64,0.87,0.86,0.86,,,,,
02/23/2018,0,8.27,0.86,0.85,0.85,,,,,
02/24/2018,0,8.21,0.85,0.85,0.85,,,,,
02/25/2018,0.13,8.18,0.87,0.84,0.85,,,,,
02/26/2018,0.13,8.76,0.88,0.86,0.87,,,,,
02/27/2018,0,8.54,0.88,0.84,0.86,,,,,
02/28/2018,0.11,7.83,0.86,0.83,0.84,,,,,
03/01/2018,1.03,15.3,1.4,0.86,1.05,,,,,
03/02/2018,0,20.2,1.4,0.97,1.19,,,,,
03/03/2018,0,9.96,0.97,0.88,0.9,,,,,
03/04/2018,0,8.63,0.88,0.85,0.86,,,,,
03/05/2018,0,8.13,0.85,0.84,0.85,,,,,
03/06/2018,0.25,8.43,0.93,0.84,0.86,,,,,
03/07/2018,0.01,11,0.97,0.89,0.94,,,,,
03/08/2018,0,8.81,0.89,0.85,0.87,,,,,
03/09/2018,0,8.13,0.87,0.84,0.85,,,,,
03/10/2018,0,7.87,0.84,0.83,0.84,,,,,
03/11/2018,0.04,7.79,0.85,0.83,0.84,,,,,
03/12/2018,0.86,14.1,1.3,0.83,1.02,,,,,
03/13/2018,0,15.8,1.29,0.94,1.07,,,,,
03/14/2018,0,9.62,0.94,0.87,0.89,,,,,
03/15/2018,0,8.56,0.87,0.85,0.86,,,,,
03/16/2018,0,8.08,0.85,0.83,0.85,,,,,
03/17/2018,0,7.61,0.84,0.82,0.83,,,,,
03/18/2018,0,7.66,0.85,0.83,0.83,,,,,
03/19/2018,0,7.35,0.83,0.82,0.82,,,,,
03/20/2018,0.84,17.1,1.28,0.82,1.11,,,,,
03/21/2018,0.21,13.6,1.06,0.98,1.01,,,,,
03/22/2018,0,11.1,1,0.89,0.94,,,,,
03/23/2018,0,8.83,0.89,0.86,0.87,,,,,
03/24/2018,0.4,8.58,0.94,0.84,0.86,,,,,
03/25/2018,0.37,20,1.32,0.94,1.19,,,,,
03/26/2018,0,11.6,1.05,0.9,0.95,,,,,
03/27/2018,0.01,9.31,0.9,0.88,0.88,,,,,
03/28/2018,0,9.14,0.88,0.87,0.88,,,,,
03/29/2018,0,8.39,0.87,0.85,0.86,,,,,
03/30/2018,0.21,9.49,0.93,0.84,0.89,,,,,
03/31/2018,0,8.8,0.92,0.84,0.87,,,,,
04/01/2018,0,7.81,0.85,0.83,0.84,,,,,
04/02/2018,0,7.47,0.83,0.82,0.83,,,,,
04/03/2018,0,7.35,0.83,0.82,0.82,,,,,
04/04/2018,0,7.28,0.83,0.81,0.82,,,,,
04/05/2018,0,6.71,0.81,0.79,0.8,,,,,
04/06/2018,0,6.84,0.82,0.8,0.8,,,,,
04/07/2018,0.99,11.7,1.2,0.8,0.95,,,,,
04/08/2018,0.12,17.8,1.23,0.98,1.13,,,,,
04/09/2018,0.01,10.2,0.98,0.88,0.91,,,,,
04/10/2018,0,8.55,0.88,0.85,0.86,,,,,
04/11/2018,0,7.83,0.85,0.83,0.84,,,,,
04/12/2018,0,7.42,0.83,0.82,0.82,,,,,
04/13/2018,0,7.02,0.82,0.81,0.81,,,,,
04/14/2018,0,6.93,0.82,0.8,0.81,,,,,
04/15/2018,3.06,14.5,2,0.8,0.99,,,,,
04/16/2018,0,86.1,3.36,1.37,2.2,,,,,
04/17/2018,0,16.8,1.37,1.01,1.11,,,,,
04/18/2018,0,11.1,1.01,0.91,0.95,,,,,
04/19/2018,0,9.58,0.94,0.88,0.9,,,,,
04/20/2018,0,8.91,0.89,0.87,0.88,,,,,
04/21/2018,0,8.78,0.89,0.87,0.88,,,,,
04/22/2018,0,8.55,0.88,0.86,0.87,,,,,
04/23/2018,0.43,8.84,0.92,0.86,0.88,,,,,
04/24/2018,1.66,34.1,1.89,0.92,1.46,,,,,
04/25/2018,0.01,38.2,1.88,1.17,1.54,,,,,
04/26/2018,0.01,15.6,1.17,1.02,1.08,,,,,
04/27/2018,0.14,13.7,1.05,1,1.02,,,,,
04/28/2018,0,11.6,1,0.94,0.97,,,,,
04/29/2018,0,10.1,0.94,0.9,0.92,,,,,
04/30/2018,0,9.47,0.91,0.89,0.9,,,,,
05/01/2018,0,9.02,0.9,0.87,0.88,,,,,
05/02/2018,0,8.69,0.89,0.86,0.87,,,,,
05/03/2018,0,7.98,0.87,0.84,0.85,,,,,
05/04/2018,0,7.63,0.85,0.83,0.84,,,,,
05/05/2018,0,7.46,0.85,0.82,0.84,,,,,
05/06/2018,0,7.5,0.85,0.83,0.84,,,,,
05/07/2018,0,7.13,0.84,0.81,0.82,,,,,
05/08/2018,0,6.89,0.84,0.81,0.82,,,,,
05/09/2018,0,6.6,0.82,0.79,0.81,,,,,
05/10/2018,0.03,6.63,0.82,0.8,0.81,,,,,
05/11/2018,0.01,6.2,0.8,0.78,0.79,,,,,
05/12/2018,0,5.95,0.89,0.76,0.78,,,,,
05/13/2018,0,6.43,0.92,0.69,0.79,,,,,
05/14/2018,0,4.39,0.73,0.69,0.71,,,,,
05/15/2018,0.13,5.26,0.78,0.73,0.75,,,,,
05/16/2018,0.05,6.05,0.79,0.78,0.78,,,,,
05/17/2018,0.34,6.67,0.92,0.78,0.81,,,,,
05/18/2018,0.13,8.92,0.92,0.85,0.88,,,,,
05/19/2018,0.66,11.3,1.23,0.83,0.95,,,,,
05/20/2018,0,13.7,1.27,0.85,1.02,,,,,
05/21/2018,0,6.67,0.86,0.78,0.81,,,,,
05/22/2018,0.01,6.23,0.8,0.78,0.79,,,,,
05/23/2018,0.05,5.64,0.78,0.76,0.77,,,,,
05/24/2018,0,6.11,0.8,0.76,0.79,,,,,
05/25/2018,0,6.17,0.8,0.78,0.79,,,,,
05/26/2018,0.39,5.88,0.82,0.75,0.78,,,,,
05/27/2018,0,7.3,0.85,0.78,0.83,,,,,
05/28/2018,0.78,8.72,1.09,0.77,0.87,,,,,
05/29/2018,1.44,21.3,1.48,1.09,1.22,,,,,
05/30/2018,0.09,23,1.48,1.03,1.25,,,,,
05/31/2018,0.36,12.9,1.08,0.92,1,,,,,
06/01/2018,0.01,12.1,1.07,0.88,0.98,,,,,
06/02/2018,0.03,7.68,0.88,0.82,0.84,,,,,
06/03/2018,0,9.08,0.92,0.83,0.89,,,,,
06/04/2018,0,6.62,0.83,0.77,0.81,,,,,
06/05/2018,0,5.52,0.78,0.75,0.76,,,,,
06/06/2018,0,5.38,0.77,0.75,0.76,,,,,
06/07/2018,0,5.12,0.75,0.74,0.75,,,,,
06/08/2018,0,5.18,0.76,0.73,0.75,,,,,
06/09/2018,0,5.02,0.75,0.74,0.74,,,,,
06/10/2018,0,4.89,0.74,0.73,0.74,,,,,
06/11/2018,1.84,9.65,1.37,0.74,0.88,,,,,
06/12/2018,0.05,15.8,1.34,0.93,1.08,,,,,
06/13/2018,0.00 e,8.74,0.93,0.82,0.88,,,,,
06/14/2018,0,6.51,0.82,0.78,0.8,,,,,
06/15/2018,0,5.49,0.78,0.74,0.76,,,,,
06/16/2018,0,5.04,0.76,0.72,0.74,,,,,
06/17/2018,0,4.6,0.73,0.71,0.72,,,,,
06/18/2018,0,4.74,0.77,0.71,0.73,,,,,
06/19/2018,0,3.98,0.73,0.64,0.69,,,,,
06/20/2018,0.08,3.73,0.76,0.65,0.68,,,,,
06/21/2018,0.04,6.04,0.83,0.74,0.78,,,,,
06/22/2018,0,4.39,0.74,0.68,0.71,,,,,
06/23/2018,0,3.87,0.7,0.67,0.69,,,,,
06/24/2018,0.2,3.58,0.7,0.65,0.67,,,,,
06/25/2018,2.07,5.3,1.23,0.7,0.74,,,,,
06/26/2018,0.28,47.1,2.24,1.23,1.69,,,,,
06/27/2018,0.02,19.4,1.49,0.96,1.16,,,,,
06/28/2018,0,8.95,0.96,0.8,0.87,,,,,
06/29/2018,0,6.23,0.8,0.75,0.78,,,,,
06/30/2018,0,9.73,1.01,0.75,0.9,,,,,
07/01/2018,0,6.28,0.84,0.74,0.78,,,,,
07/02/2018,0,5.04,0.75,0.72,0.73,,,,,
07/03/2018,0,4.65,0.73,0.7,0.71,,,,,
07/04/2018,0.13,4.41,0.72,0.69,0.7,,,,,
07/05/2018,0.85,5.63,0.86,0.7,0.75,,,,,
07/06/2018,0.22,6.53,0.85,0.75,0.79,,,,,
07/07/2018,0.42,9.81,1.06,0.76,0.89,,,,,
07/08/2018,0,9.26,1.03,0.78,0.88,,,,,
07/09/2018,0,5.41,0.78,0.72,0.75,,,,,
07/10/2018,0,4.52,0.72,0.69,0.71,,,,,
07/11/2018,0,4.19,0.7,0.68,0.69,,,,,
07/12/2018,0,4.02,0.69,0.67,0.68,,,,,
07/13/2018,0,4.22,0.71,0.68,0.69,,,,,
07/14/2018,0,3.84,0.69,0.65,0.67,,,,,
07/15/2018,0,3.57,0.67,0.64,0.66,,,,,
07/16/2018,0,3.7,0.68,0.66,0.67,,,,,
07/17/2018,0,3.79,0.68,0.66,0.67,,,,,
07/18/2018,0,3.67,0.68,0.64,0.66,,,,,
07/19/2018,0,3.29,0.66,0.62,0.64,,,,,
07/20/2018,0.14,3.28,0.66,0.63,0.64,,,,,
07/21/2018,1.07,4.08,0.79,0.66,0.69,,,,,
07/22/2018,0.26,12.5,1.12,0.79,0.98,,,,,
07/23/2018,0.07,6.15,0.84,0.74,0.78,,,,,
07/24/2018,0.2,5.58,0.76,0.75,0.76,,,,,
07/25/2018,0.07,5.29,0.75,0.73,0.74,,,,,
07/26/2018,0,5.27,0.76,0.72,0.74,,,,,
